﻿1180124001146588820	,2188	,3	,729.33333333333	,2188"	
﻿1180123222135058002	,2188	,3	,729.33333333333	,2188"	
﻿1180124080908891661	,2188	,3	,729.33333333333	,2188"	
﻿1180124085315813970	,2188	,3	,729.33333333333	,2188"	
﻿1180124152744017353	,2188	,3	,729.33333333333	,2188"	
﻿1180118105503764281	,2725	,3	,908.33333333333	,2725"	
﻿1180123211732937238	,2188	,3	,729.33333333333	,2188"	
﻿1180123230012308890	,2188	,3	,729.33333333333	,2188"	
﻿1180123225118679545	,2188	,3	,729.33333333333	,2188"	
﻿1180123213216610080	,2188	,3	,729.33333333333	,2188"	
﻿1180123212443522902	,2188	,3	,729.33333333333	,2188"	
﻿1180123212914231111	,2188	,3	,729.33333333333	,2188"	
﻿1180124111044052157	,2188	,3	,729.33333333333	,2188"	
﻿1180124071418213145	,2188	,3	,729.33333333333	,2188"	
﻿1180124152336868651	,2188	,3	,729.33333333333	,2188"	
﻿1180124155853512385	,2188	,3	,729.33333333333	,2188"	
﻿1180124100433272357	,1999	,3	,666.33333333333	,1999"	
﻿1180125083325207332	,998	,4	,249.5	,998"	
﻿1180124235129255588	,998	,4	,249.5	,998"	
﻿1180124223446637919	,998	,4	,249.5	,998"	
﻿1180123231502958387	,2188	,3	,729.33333333333	,2188"	
﻿1180124100622693959	,2188	,3	,729.33333333333	,2188"	
﻿1180124113847033494	,2188	,3	,729.33333333333	,2188"	
﻿1180124130732625925	,2188	,3	,729.33333333333	,2188"	
﻿1180124215810646898	,2188	,3	,729.33333333333	,2188"	
﻿1180125091947174046	,2188	,3	,729.33333333333	,2188"	
﻿1180125104838322223	,2188	,3	,729.33333333333	,2188"	
﻿1180125084651964686	,1999	,3	,666.33333333333	,1999"	
﻿1180121111434785675	,1400	,3	,466.66666666667	,1400"	
﻿1180125111144349880	,998	,4	,249.5	,998"	
﻿1180123220238709634	,2188	,3	,729.33333333333	,2188"	
﻿1180124064308348809	,2188	,3	,729.33333333333	,2188"	
﻿1180124065526971111	,2188	,3	,729.33333333333	,2188"	
﻿1180124095425760805	,2188	,3	,729.33333333333	,2188"	
﻿1180124124107515224	,2188	,3	,729.33333333333	,2188"	
﻿1180124143930667668	,2188	,3	,729.33333333333	,2188"	
﻿1180124202653704484	,2188	,3	,729.33333333333	,2188"	
﻿1180125115148495883	,1999	,3	,666.33333333333	,1999"	
﻿1180125021345695972	,1999	,3	,666.33333333333	,1999"	
﻿1180126132648547882	,2188	,3	,729.33333333333	,2188"	
﻿9180126091320755	,2188	,3	,729.33333333333	,2188"	
﻿9180126091321750	,2188	,3	,729.33333333333	,2188"	
﻿9180126091320637	,2188	,3	,729.33333333333	,2188"	
﻿1180126153755883718	,2188	,3	,729.33333333333	,2188"	
﻿1180126150947467098	,1999	,3	,666.33333333333	,1999"	
﻿1180119190355638807	,998	,3	,332.66666666667	,998.00000000001"	
﻿1180121122251526668	,998	,3	,332.66666666667	,998.00000000001"	
﻿1180122080438803737	,998	,3	,332.66666666667	,998.00000000001"	
﻿1180122192057167350	,998	,3	,332.66666666667	,998.00000000001"	
﻿1180123080750517546	,998	,3	,332.66666666667	,998.00000000001"	
﻿1180123203740807857	,998	,3	,332.66666666667	,998.00000000001"	
﻿1180124195233205890	,998	,3	,332.66666666667	,998.00000000001"	
﻿1180121094812803974	,998	,3	,332.66666666667	,998.00000000001"	
﻿1180127175354340058	,1499	,3	,499.66666666667	,1499"	
﻿1180124103235966546	,998	,3	,332.66666666667	,998.00000000001"	
﻿1180128111900500190	,2188	,3	,729.33333333333	,2188"	
﻿1180127213421121100	,2188	,3	,729.33333333333	,2188"	
﻿1180128111921810400	,1990	,3	,663.33333333333	,1990"	
﻿1180127184410826978	,1499	,3	,499.66666666667	,1499"	
﻿1180128152708433869	,1499	,3	,499.66666666667	,1499"	
﻿1180119105703199614	,2549	,3	,849.66666666667	,2549"	
